"","Store #","Address 1","City","fixedState","zip","fullAddress","StateInOrigFile"
"4083",16128,"7045 PEACH PKWY","BYRON","GA",31008,"7045 Peach Pkwy, Byron, GA 31008","GA"
"4084",16133,"5480 COLUMBIA HWY N","MONETTA","SC",29105,"5480 Columbia Hwy N, Monetta, SC 29105","SC"
"4085",16135,"8180 CUMBERLAND RD","SPRINGFIELD","WV",26763,"8180 Cumberland Rd, Springfield, WV 26763","TN"
"4086",16136,"2494 EDGEFIELD ROAD","TRENTON","SC",29847,"2494 Edgefield Rd, Trenton, SC 29847","TN"
"4087",16137,"8420 STATE ROUTE 69","ORISKANY","NY",13424,"8420 NY-69, Oriskany, NY 13424","NY"
"4088",16139,"8931 US HWY 68 W","CALVERT CITY","KY",42029,"8931 US-68, Calvert City, KY 42029","KY"
"4089",16141,"4410 W MAUMEE ST","ADRIAN","MI",49221,"4410 W Maumee St, Adrian, MI 49221","MO"
"4090",16142,"1051 ADRIA RD","NORTH TAZEWELL","VA",24630,"1051 Adria Rd, North Tazewell, VA 24630","VA"
"4091",16144,"1000 HIGHWAY 30","GIBBON","NE",68840,"1000 US-30, Gibbon, NE 68840","NE"
"4092",16145,"5623 109TH AVE","PULLMAN","MI",49450,"5623 109th Ave, Pullman, MI 49450","MI"
"4093",16146,"233 NICHOLAS ST","RUPERT","WV",25984,"233 Nicholas St, Rupert, WV 25984","WV"
"4094",16150,"615 W. BUSINESS US HWY 36","SAINT FRANCIS",NA,NA,NA,"MN"
"4095",16151,"2401 MCKINNEY STREET","MELISSA","TX",75454,"2401 McKinney St, Melissa, TX 75454","TX"
"4096",16152,"12 SILOAM CHURCH RD","DAHLONEGA","GA",30533,"12 Siloam Church Rd, Dahlonega, GA 30533","GA"
"4097",16153,"7164 WASHINGTON STREET","COVINGTON","GA",30014,"7164 Washington St SW, Covington, GA 30014","TN"
"4098",16154,"15 TELCO WAY","ETNA","CA",96027,"15 Telco Way, Etna, CA 96027","CA"
"4099",16155,"21401 EAST SOUTH RAIL ROAD STR","HOWE","OK",74940,"21401 E S Railroad, Howe, OK 74940","TX"
"4100",16156,"416 N U.S. HIGHWAY 277","FLETCHER","OK",73541,"416 N U.S. Highway 277, Fletcher, OK 73541","NC"
"4101",16159,"990 HERITAGE WAY","GREENVILLE","Wade",29615,"Wade Hampton, SC 29615","SC"
"4102",16160,"1641 HWY 351","JONESBORO","AR",72401,"1641 AR-351, Jonesboro, AR 72401","AR"
"4103",16161,"1910 ST. RT 45","ASHTABULA","OH",44084,"1910 OH-45, Rock Creek, OH 44084","OH"
"4104",16162,"298 STATE ROUTE 435","CLIFTON TOWNSHIP","PA",18424,"298 PA-435, Clifton Township, PA 18424","PA"
"4105",16166,"13491 HWY 11 SOUTH","FOSTERS","AL",35463,"13491 US-11, Fosters, AL 35463","AL"
"4106",16167,"100 PIEDMONT STREET","WATERBURY","CT",6706,"100 Piedmont St, Waterbury, CT 06706","CT"
"4107",16169,"7100 HUGHSON AVENUE","HUGHSON","CA",95326,"7100 Hughson Ave, Hughson, CA 95326","CA"
"4108",16170,"9386 MIDWAY","DURHAM","CA",95938,"9386 Midway, Durham, CA 95938","NC"
"4109",16171,"26875 STATE HIGHWAY 16","ESPARTO","CA",95627,"26875 CA-16, Esparto, CA 95627","CA"
"4110",16173,"206 COBBLESTONE ROAD","BELLEFONTE","PA",16823,"206 Cobblestone Rd, Bellefonte, PA 16823","PA"
"4111",16175,"1742 E SPRING STREET","COOKEVILLE","TN",38506,"1742 E Spring St, Cookeville, TN 38506","TN"
"4112",16177,"309 SO. ST HIGHWAY 39","MILLER","MO",65707,"309 MO-39, Miller, MO 65707","MO"
"4113",16180,"108 N. NORTH STREET","DANVILLE","IL",61832,"108 N North St, Danville, IL 61832","PA"
"4114",16182,"9388 OLD US HIGHWAY 54","NEW BLOOMFIELD","MO",65063,"9388 Old US Hwy 54, New Bloomfield, MO 65063","MO"
"4115",16183,"610 EAST 4TH STREET","SAINT ANSGAR","IA",50472,"610 E 4th St, St Ansgar, IA 50472","IA"
"4116",16184,"24375 N. FAIRGROUNDS ROAD","STURGEON","MO",65284,"24375 N Fairgrounds Rd, Sturgeon, MO 65284","MO"
"4117",16185,"951 S AUBURN ST","COLFAX","CA",95713,"951 S Auburn St, Colfax, CA 95713","LA"
"4118",16186,"901 N ROANE ST","HARRIMAN","TN",37748,"901 N Roane St, Harriman, TN 37748","TN"
"4119",16188,"3334 S US 13 HWY","GOLDSBORO","NC",27530,"3334 US-13, Goldsboro, NC 27530","NC"
"4120",16189,"10305 LONGORIA PL","SEBRING","FL",33876,"10305 Longoria Pl, Sebring, FL 33876","FL"
"4121",16191,"3031 GRADY ROAD","MULLINS","SC",29574,"3031 Grady Martin Rd, Mullins, SC 29574","SC"
"4122",16192,"28414 E STATE RD 78","OKEECHOBEE","FL",34974,"28414 E State Rd 78, Okeechobee, FL 34974","FL"
"4123",16193,"109 BRENNAN DRIVE","KIRKLAND","IL",60146,"109 Brennan Dr, Kirkland, IL 60146","IL"
"4124",16195,"492 HIGHWAY 98 WEST","KOKOMO","MS",39643,"492 US-98, Kokomo, MS 39643","IN"
"4125",16197,"1793 W SHERMAN BLVD","NORTON SHORES","MI",49441,"1793 W Sherman Blvd, Norton Shores, MI 49441","MI"
"4126",16198,"13903 FM 812 RD","DEL VALLE","TX",78617,"13903 FM812, Del Valle, TX 78617","TX"
"4127",16199,"247 EAST WHITE HORSE PIKE","GALLOWAY","NJ",8205,"247 E White Horse Pike, Galloway, NJ 08205","NJ"
"4128",16200,"5205 BURLINGTON ROAD","MCLEANSVILLE","NC",27301,"5205 Burlington Rd, McLeansville, NC 27301","NC"
"4129",16201,"4755 HWY 166 E","CARROLLTON","GA",30116,"4755 GA-166, Carrollton, GA 30116","KY"
"4130",16202,"6477 ST HWY 17","CLARKESVILLE","GA",30523,"6477 GA-17, Clarkesville, GA 30523","GA"
"4131",16203,"1052 HIGHWAY 78","RIDGEVILLE","SC",29472,"1052 Highway 78, Ridgeville, SC 29472","IN"
"4132",16204,"627 N COUNTY HWY 22","COWDEN","IL",62422,"627 N County Hwy 22, Cowden, IL 62422","IL"
"4133",16205,"26154 FM 1485","NEW CANEY","TX",77357,"26154 FM 1485, New Caney, TX 77357","TX"
"4134",16206,"7156 S HWY 92","HEREFORD","AZ",85615,"7156 AZ-92, Hereford, AZ 85615","TX"
"4135",16207,"101 EUGENE LANE","NEVADA","TX",75173,"101 Eugene Lane, Nevada, TX 75173","IA"
"4136",16208,"20 HENLEYFIELD - MCNEIL ROAD","CARRIERE","MS",39426,"20 Henleyfield McNeill Rd, Carriere, MS 39426","MS"
"4137",16209,"7762 HIGHWAY 71 SOUTH","WICKES","AR",71973,"7762 US-71, Wickes, AR 71973","AR"
"4138",16210,"7542 HIGHWAY 270","MALVERN","AR",72104,"7542 Highway 270, Malvern, AR 72104","AR"
"4139",16211,"3178 HIGHWAY 63","SPEEDWELL","TN",37870,"3178 TN-63, Speedwell, TN 37870","TN"
"4140",16212,"15856 HIGHWAY 51 S.","ATOKA","TN",38004,"15856 Hwy 51 S, Atoka, TN 38004","OK"
"4141",16213,"4956 MIDWAY RD","YAWKEY","WV",25573,"4956 Midway Rd, Yawkey, WV 25573","WV"
"4142",16216,"4217 HIGHWAY 431","COLUMBIA","TN",38401,"4217 US-431, Columbia, TN 38401","NC"
"4143",16218,"3008 EAST STATE ROUTE 10","WOODS HEIGHTS","MO",64024,"3008 MO-10, Wood Heights, MO 64024","MO"
"4144",16220,"2812 TAYLORSVILLE RD","LENOIR","NC",28645,"2812 Taylorsville Rd, Lenoir, NC 28645","NC"
"4145",16221,"1470 SOUTH MAIN RD","VINELAND","NJ",8360,"1470 S Main Rd, Vineland, NJ 08360","NJ"
"4146",16223,"53 CARL W. KEPHART BLVD.","JERSEY SHORE","PA",17740,"53 Carl W Kephart Blvd, Jersey Shore, PA 17740","PA"
"4147",16224,"12564 FROMELT LOOP NW","RICE",NA,NA,NA,"MN"
"4148",16225,"6054 CREECH LANE","TROY","MO",63379,"6054 Creech Ln, Troy, MO 63379","AL"
"4149",16227,"9301 W C-476","BUSHNELL","Bushnell,",33513,"Bushnell, FL 33513","FL"
"4150",16228,"3413 DAN AVENUE","JONESBORO","AR",72401,"3413 Dan Ave, Jonesboro, AR 72401","AR"
"4151",16229,"2484 HOBBS REESOR ROAD","VINE GROVE","KY",40175,"2484 Hobbs Reesor Rd, Vine Grove, KY 40175","KY"
"4152",16230,"706 RIVERSIDE DRIVE","NORTH GROSVENORDALE","CT",6255,"706 Riverside Dr, North Grosvenor Dale, CT 06255","CT"
"4153",16231,"2119 CARPENTER DAM RD","HOT SPRINGS","AR",71913,"2119 Carpenter Dam Rd, Hot Springs National Park, AR 71913","AR"
"4154",16232,"16670 STATE ROUTE 267","EAST LIVERPOOL","OH",43920,"16670 OH-267, East Liverpool, OH 43920","OH"
"4155",16233,"1993 LANCASTER PIKE","PEACH BOTTOM","PA",17563,"1993 Lancaster Pike, Peach Bottom, PA 17563","PA"
"4156",16234,"812 BROAD STREET","WADSWORTH","OH",44281,"812 Broad St, Wadsworth, OH 44281","OH"
"4157",16237,"5146 AUGUSTA RD","LEXINGTON","SC",29072,"5146 Augusta Rd, Lexington, SC 29072","MO"
"4158",16238,"3510 MARIETTA AVE","LANCASTER","PA",17601,"3510 Marietta Ave, Lancaster, PA 17601","PA"
"4159",16239,"2636 BALTIMORE PIKE","NOTTINGHAM","PA",19362,"2636 Baltimore Pike, Nottingham, PA 19362","MD"
"4160",16240,"43700 STATE HWY 299 E","FALL RIVER MILLS","CA",96028,"43700 State Highway 299 E, Fall River Mills, CA 96028","CA"
"4161",16242,"116 SOUTH MAIN STREET","DAVIDSVILLE","PA",15928,"116 S Main St, Davidsville, PA 15928","PA"
"4162",16243,"5301 W. ERIE AVE","LORAIN","OH",44053,"5301 W Erie Ave, Lorain, OH 44053","OH"
"4163",16244,"10959 SE 59TH STREET","OKLAHOMA CITY","OK",73150,"10959 SE 59th St, Oklahoma City, OK 73150","OK"
"4164",16247,"5240 HWY 78","DYERSBURG","TN",38024,"5240 TN-78, Dyersburg, TN 38024","TN"
"4165",16251,"230 N STATE HWY 21","CALEDONIA","MO",63631,"230 N State Highway 21, Caledonia, MO 63631","NY"
"4166",16252,"6459 STATE ROUTE 23A","TANNERSVILLE","NY",12485,"6459 NY-23A, Tannersville, NY 12485","PA"
"4167",16253,"29 THUNDER RD","PECKS MILL","WV",25547,"29 Thunder Rd, Pecks Mill, WV 25547","WV"
"4168",16254,"1207 THIRD AVENUE SOUTH","CLEAR LAKE","IA",50428,"1207 3rd Ave S, Clear Lake, IA 50428","IA"
"4169",16256,"700 W IL RT 64","LANARK","IL",61046,"700 IL-64, Lanark, IL 61046","IL"
"4170",16257,"50 CENTER POINT ROAD","SYLACAUGA","AL",35151,"50 Center Point Rd, Sylacauga, AL 35151","AL"
"4171",16259,"278 HWY.  278","CAMDEN",NA,NA,NA,"TN"
"4172",16260,"7333 LEE RD. 240","PHENIX CITY","AL",36870,"7333 Lee County Rd 240, Phenix City, AL 36870","AL"
"4173",16261,"6793 LIMA STREET","HUNTSVILLE","OH",43324,"6793 Lima St, Huntsville, OH 43324","TX"
"4174",16263,"7185 GATEWAY DRIVE","JOPLIN","MO",64804,"7185 Gateway Dr, Joplin, MO 64804","MO"
"4175",16265,"117 STOKES LANDING RD","SAINT AUGUSTINE","FL",32095,"117 Stokes Landing Rd, St Augustine, FL 32095","FL"
"4176",16266,"21135 S. FOWLER AVE","LATON","CA",93242,"21135 S Fowler Ave, Laton, CA 93242","CA"
"4177",16267,"2929 FAYETTEVILLE ROAD","VAN BUREN","AR",72956,"2929 Fayetteville Rd, Van Buren, AR 72956","AR"
"4178",16268,"3661 RANSOMVILLE ROAD","RANSOMVILLE","NY",14131,"3661 Ransomville Rd, Ransomville, NY 14131","NY"
"4179",16269,"884 STATE ROUTE 11","MOIRA","NY",12957,"884 State Route 11, Moira, NY 12957","NY"
"4180",16271,"465 S CLOVERDALE BLVD","CLOVERDALE","CA",95425,"465 S Cloverdale Blvd, Cloverdale, CA 95425","IN"
"4181",16272,"12492 SW 11TH ST.","GERONIMO","OK",73543,"12492 SW 11th St, Geronimo, OK 73543","OK"
"4182",16274,"110 W. MAIN STREET","ROGUE RIVER","OR",97537,"110 W Main St, Rogue River, OR 97537","OR"
"4183",16275,"798 E HWY 47","TROY","MO",63379,"798 Highway 47 E, Troy, MO 63379","AL"
"4184",16278,"7889 STATE HWY K","CAPE GIRARDEAU","MO",63701,"7889 State Highway K, Cape Girardeau, MO 63701","MO"
"4185",16279,"208 E. HUDSON STREET","WELLSVILLE","MO",63384,"208 E Hudson St, Wellsville, MO 63384","NY"
"4186",16280,"208 EAST HWY 80","BLOOMINGDALE","GA",31302,"208 US-80, Bloomingdale, GA 31302","GA"
"4187",16281,"180 SMITH CIRCLE","POINT","TX",75472,"180 Smith Cir, Point, TX 75472","TX"
"4188",16283,"1005 EAST MAIN","BENTON","IL",62812,"1005 E Main, Benton, IL 62812","KY"
"4189",16284,"3955 FM 515","EMORY","TX",75440,"3955 FM 515, Emory, TX 75440","TX"
"4190",16285,"102 WEST MAIN STREET","ADA","OK",74820,"102 W Main St, Ada, OK 74820","OK"
"4191",16287,"315 8TH AVENUE","MADISON","MN",56256,"315 8th Ave, Madison, MN 56256","NC"
"4192",16288,"809 ST. OLAF AVENUE NORTH","CANBY","MN",56220,"809 St Olaf Ave N, Canby, MN 56220","MN"
"4193",16289,"110 ROUTE 94","BLAIRSTOWN","NJ",7825,"110 NJ-94, Blairstown, NJ 07825","NJ"
"4194",16290,"29310 HUFFMAN CLEVELAND ROAD","HUFFMAN","TX",77336,"29310 Huffman Cleveland Rd, Huffman, TX 77336","TX"
"4195",16292,"4885 W HWY 326","OCALA","FL",34482,"4885 W Hwy 326, Ocala, FL 34482","FL"
"4196",16293,"203 SOUTH WASHINGTON AVENUE","JERMYN","PA",18433,"203 Washington Ave, Jermyn, PA 18433","PA"
"4197",16295,"1000 N BROADWAY AVENUE","MILLER","SD",57362,"1000 N Broadway, Miller, SD 57362","MO"
"4198",16296,"14357 HWY. 90","ESTHERWOOD","LA",70559,"14357 US-90, Morse, LA 70559","LA"
"4199",16297,"101 WEST PINE STREET","TAYLOR","AR",71861,"101 W Pine St, Taylor, AR 71861","TX"
"4200",16298,"3160 RIFLE RANGE ROAD","WETUMPKA","AL",36093,"3160 Rifle Range Rd, Wetumpka, AL 36093","AL"
"4201",16300,"167 LISBON STREET","LISBON","IA",52253,"167 Lisbon Rd, Lisbon, IA 52253","IA"
"4202",16301,"1440 LAKE AERIAL HWY","LAKE ARIEL","PA",18436,"1440 Lake Ariel Hwy, Lake Ariel, PA 18436","PA"
"4203",16303,"205 HWY 67 SOUTH","SWIFTON","AR",72471,"205 Hwy 67 S, Swifton, AR 72471","AR"
"4204",16306,"720 ROSTRAVER ROAD","BELLE VERNON","PA",15012,"720 Rostraver Rd, Belle Vernon, PA 15012","PA"
"4205",16307,"7594 SHORT RD SW","AMANDA","OH",43102,"7594 Short Rd SW, Amanda, OH 43102","OH"
"4206",16308,"1361 SWEITZER ST.","GREENVILLE","OH",45331,"1361 Sweitzer St, Greenville, OH 45331","SC"
"4207",16309,"1025 S. VELASCO","ANGLETON","TX",77515,"1025 S Velasco St, Angleton, TX 77515","TX"
"4208",16310,"1500 S. BELL ST.","SAN ANGELO","TX",76905,"1500 S Bell St, San Angelo, TX 76905","TX"
"4209",16312,"13079 BROADWAY DR","MCCALLA","AL",35111,"13079 Broadway Dr, McCalla, AL 35111","AL"
"4210",16313,"3879 HWY 11 AND 80","TOOMSUBA","MS",39364,"3879 Hwy 11 And 80, Toomsuba, MS 39364","MS"
"4211",16314,"113 GLENLOCK RD","SWEETWATER","TN",37874,"113 Glenlock Rd, Sweetwater, TN 37874","TN"
"4212",16315,"107 TELFORD RD","TELFORD","TN",37690,"107 Telford Rd, Telford, TN 37690","TN"
"4213",16316,"1134 N DETROIT ST","WEST LIBERTY","OH",43357,"1134 N Detroit St, West Liberty, OH 43357","IA"
"4214",16317,"RURAL ROUTE 5 BOX 1239","PATTON","MO",63662,"Rr 5 Box 1239, Patton, MO 63662","PA"
"4215",16318,"8079 S MAIN ST","SPRINGWATER","NY",14560,"8079 S Main St, Springwater, NY 14560","NY"
"4216",16319,"700 6TH AVENUE WEST","ANDALUSIA","AL",36420,"700 6th Ave, Andalusia, AL 36420","AL"
"4217",16320,"306 NOKOMIS STREET EAST","OSAKIS","MN",56360,"306 E Nokomis St, Osakis, MN 56360","MN"
"4218",16321,"306 N MAINE AVE","ADRIAN","MN",56110,"306 N Maine Ave, Adrian, MN 56110","MO"
"4219",16322,"9229 LAKESHORE BLVD","MENTOR","OH",44060,"9229 Lakeshore Blvd, Mentor, OH 44060","OH"
"4220",16323,"221 W SCHOOL ST","LEESBURG","IN",46538,"221 W School St, Leesburg, IN 46538","FL"
"4221",16324,"2526 HIGHWAY 31","BEEBE","AR",72012,"2526 Hwy 31, Beebe, AR 72012","AR"
"4222",16325,"419 S PAW PAW STREET","LAWRENCE","MI",49064,"419 S Paw Paw St, Lawrence, MI 49064","KS"
"4223",16326,"15 NORTH HILL STREET","STEWARTSTOWN","PA",17363,"15 N Hill St, Stewartstown, PA 17363","PA"
"4224",16327,"1032 NORTH STATE ROAD 61","PETERSBURG","IN",47567,"1032 IN-61, Petersburg, IN 47567","IL"
"4225",16328,"16157 HIGHWAY 26W","LUCEDALE","MS",39452,"16157 Highway 26W, Lucedale, MS 39452","MS"
"4226",16329,"3857 PITT ST","SCHELLSBURG","PA",15559,"3857 Pitt St, Schellsburg, PA 15559","PA"
"4227",16331,"505 WEST HALL STREET","HATCH","NM",87937,"505 W Hall St, Hatch, NM 87937","NM"
"4228",16332,"240 S. OLD PACIFIC HIGHWAY","MYRTLE CREEK","OR",97457,"240 S Old Pacific Hwy, Myrtle Creek, OR 97457","OR"
"4229",16333,"1021 N. INDUSTRIAL","MARION","KS",66861,"1021 N Industrial, Marion, KS 66861","IN"
"4230",16334,"1534  HIGHWAY 49","PERKINSTON","MS",39573,"1534 US 49, Perkinston, MS 39573","MS"
"4231",16335,"410 HIGHWAY #2 EAST","FOSSTON","MN",56542,"410 1st St W, Fosston, MN 56542","MN"
"4232",16336,"200 W. 4TH","ALTAMONT","IL",62411,"200 S 4th St, Altamont, IL 62411","IL"
"4233",16337,"17130 US HIGHWAY 61","OLD APPLETON","MO",63770,"17130 US-61, Old Appleton, MO 63770","MO"
"4234",16338,"50 PLEMONS RD","ATTALLA","AL",35954,"50 Plemons Rd, Attalla, AL 35954","AL"
"4235",16339,"4500 S NC 39 HWY","HENDERSON","NC",27537,"4500 NC-39, Henderson, NC 27537","TN"
"4236",16340,"8825 FM 356","TRINITY","TX",75862,"8825 FM356, Trinity, TX 75862","TX"
"4237",16341,"6807 HIGHWAY 36 SOUTH","ROSENBERG","TX",77471,"6807 TX-36, Rosenberg, TX 77471","TX"
"4238",16342,"367 ROOSEVELT TRAIL","WINDHAM","ME",4062,"367 Roosevelt Trail, Windham, ME 04062","OH"
"4239",16343,"241 SOUTH BENTON STREET","MILLERSBURG","IN",46543,"241 S Benton St, Millersburg, IN 46543","OH"
"4240",16344,"845 N STATE ROAD 21","MELROSE","FL",32666,"845 State Rd 21, Melrose, FL 32666","FL"
"4241",16345,"712 NW 5TH ST","RICHMOND","IN",47374,"712 NW 5th St, Richmond, IN 47374","KY"
"4242",16346,"4781 LAPEER RD","KIMBALL","MI",48074,"4781 Lapeer Rd, Smiths Creek, MI 48074","NE"
"4243",16347,"6885 WHITEHALL RD","WHITEHALL","MI",49461,"6885 Whitehall Rd, Whitehall, MI 49461","MI"
"4244",16350,"17040 US HWY 129","MCALPIN","FL",32062,"17040 US-129, McAlpin, FL 32062","FL"
"4245",16351,"1809 ANTIOCH RD","DALTON","GA",30721,"1809 Antioch Rd, Dalton, GA 30721","GA"
"4246",16352,"22281 HWY 62","SHADY COVE","OR",97539,"22281 OR-62, Shady Cove, OR 97539","OR"
"4247",16353,"405 S. CHOCTAW AVE","WAPANUCKA","OK",73461,"405 Choctaw Ave, Wapanucka, OK 73461","OK"
"4248",16355,"12168 HWY 707","MURRELLS INLET","SC",29576,"12168 SC-707, Murrells Inlet, SC 29576","SC"
"4249",16357,"1000 SANDFLAT ROAD","MERIDIAN","MS",39301,"1000 Sandflat Rd, Meridian, MS 39301","MS"
"4250",16358,"15038 BUCHANAN TRAIL EAST","BLUE RIDGE SUMMIT","PA",17214,"15038 Buchanan Trail E, Blue Ridge Summit, PA 17214","PA"
"4251",16359,"3220 NATIONAL PIKE","FREDERICKTOWN","PA",15333,"3220 National Pike, Fredericktown, PA 15333","MO"
"4252",16360,"3865 ROUTE 31","JONES MILLS","PA",15646,"3865 PA-31, Jones Mills, PA 15646","PA"
"4253",16361,"701 OAK STREET","WAKEFIELD","Wakefield,",1880,"Wakefield, MA 01880","VA"
"4254",16362,"3050 HIGHWAY 66 S","ROGERSVILLE","TN",37857,"3050 TN-66, Rogersville, TN 37857","TN"
"4255",16363,"2 BEALES COURT","BOONSBORO","MD",21713,"2 Beales Ct, Boonsboro, MD 21713","MD"
"4256",16366,"4235 CARTER RD","OWENSBORO","KY",42301,"4235 Carter Rd, Owensboro, KY 42301","KY"
"4257",16367,"203 SW 5TH ST","WOODHULL","IL",61490,"203 SW 5th St, Woodhull, IL 61490","IL"
"4258",16368,"44093 HIGHWAY 154","PERRY","MO",63462,"44093 Highway 154, Perry, MO 63462","FL"
"4259",16370,"113 STATE HWY 210 W","PILLAGER","MN",56473,"113 MN-210, Pillager, MN 56473","MN"
"4260",16371,"59574 STATE HIGHWAY 11","WARROAD","MN",56763,"59574 MN-11, Warroad, MN 56763","MN"
"4261",16372,"12530 HWY 24 EAST","DAVISBORO","GA",31018,"12530 GA-24, Davisboro, GA 31018","GA"
"4262",16373,"309 S. WASHINGTON","WALNUT GROVE","MO",65770,"309 S Washington Ave, Walnut Grove, MO 65770","MS"
"4263",16375,"14565 US HWY 72","ATHENS","AL",35611,"14565 US-72, Athens, AL 35611","AL"
"4264",16376,"290 W. TATE ST","LAWRENCEBURG","IN",47025,"290 W Tate St, Lawrenceburg, IN 47025","TN"
"4265",16377,"1307 WEST FIRST STREET","SUMNER","IA",50674,"1307 W 1st St, Sumner, IA 50674","IA"
"4266",16378,"20950 E. BRITTON RD.","HARRAH","OK",73045,"20950 E Britton Rd, Harrah, OK 73045","OK"
"4267",16379,"122 E. U.S. HIGHWAY 69","DENISON","TX",75021,"122 E US-69, Denison, TX 75021","TX"
"4268",16381,"31300 STATE HIGHWAY 44","SHINGLETOWN","CA",96088,"31300 CA-44, Shingletown, CA 96088","CA"
"4269",16382,"736 N.MAIN STREET","OPELOUSAS","LA",70570,"736 N Main St, Opelousas, LA 70570","LA"
"4270",16384,"5622 MCNUTT ROAD","SUNLAND PARK","NM",88008,"5622 McNutt Rd, Santa Teresa, NM 88008","NM"
"4271",16385,"994 GAP NEWPORT PIKE","COCHRANVILLE","PA",19330,"994 Gap Newport Pike, Cochranville, PA 19330","PA"
"4272",16387,"5025 NC 96 HWY N","SELMA","NC",27576,"5025 NC-96, Selma, NC 27576","AL"
"4273",16390,"8921 US HIGHWAY 17","POLLOCKSVILLE","NC",28573,"8921 US-17, Pollocksville, NC 28573","NC"
"4274",16391,"25751 WATAUGA ROAD","ABINGDON","VA",24211,"25751 Watauga Rd, Abingdon, VA 24211","VA"
"4275",16392,"1764 STATE ROUTE 49","FORT RECOVERY","OH",45846,"1764 OH-49, Fort Recovery, OH 45846","OH"
"4276",16393,"7685 READING RD. (US 42)","CINCINNATI","OH",45241,"7685 Reading Rd, Sharonville, OH 45241","OH"
"4277",16394,"6200 STATE RT 100 E","HENDERSON","TN",38340,"6200 TN-100, Henderson, TN 38340","TN"
"4278",16395,"6610 LOUISVILLE RD","BOWLING GREEN","KY",42101,"6610 Louisville Rd, Bowling Green, KY 42101","MO"
"4279",16396,"7655 US HWY 2","RAPID RIVER","MI",49878,"7655 US-2, Rapid River, MI 49878","MI"
"4280",16397,"902 N MAIN","GEORGETOWN","IL",61846,"902 N Main St, Georgetown, IL 61846","KY"
"4281",16398,"521 EAST 2ND ST.","ANNAPOLIS","MD",21403,"521 2nd St, Annapolis, MD 21403","MD"
"4282",16399,"302 S. HWY 20","LAUREL","MS",39440,"302 20th St, Laurel, MS 39440","MS"
"4283",16400,"31484 US HIGHWAY 70","RINGLING","OK",73456,"31484 Us Highway 70, Ringling, OK 73456","OK"
"4284",16401,"317 BROOKLYN RD","NAPOLEON","MI",49201,"317 Brooklyn Rd, Jackson, MI 49201","OH"
"4285",16402,"4395 W MONROE ROAD","PENTWATER","MI",49449,"4395 Monroe Rd, Pentwater, MI 49449","MI"
"4286",16403,"5311 US 70","MEAD","OK",73449,"5311 US-70, Mead, OK 73449","OK"
"4287",16404,"1308 FRANKFORT HWY","FRANKFORT","MI",49635,"1308 Frankfort Hwy, Frankfort, MI 49635","KY"
"4288",16405,"5035 HOOPER HWY","COSBY","TN",37722,"5035 Hooper Hwy, Cosby, TN 37722","TN"
"4289",16407,"124 CAMDEN STREET","LILESVILLE","NC",28091,"124 Camden St, Lilesville, NC 28091","NC"
"4290",16408,"1508 NORTH JEFFERSON ST","ALBANY","GA",31701,"1508 N Jefferson St, Albany, GA 31701","GA"
"4291",16409,"410 W. SANTA CLARA BRIDGE RD","ESPANOLA","NM",87532,"410 Santa Clara Bridge Rd, Española, NM 87532","NM"
"4292",16410,"5870 HIGHWAY 27","CENTER POINT","TX",78010,"5870 Highway 27, Center Point, TX 78010","LA"
"4293",16411,"4762 SR42","CLOVERDALE","IN",46120,"4762 IN-42, Cloverdale, IN 46120","IN"
"4294",16412,"5643 CASAR RD","CASAR","NC",28020,"5643 Casar Rd, Casar, NC 28020","NC"
"4295",16413,"7129 STATE HIGHWAY 107","MCALLEN","TX",78573,"7129 TX-107, Mission, TX 78573","TX"
"4296",16414,"1011 S. MAIN STREET","PRINCETON","IN",47670,"1011 S Main St, Princeton, IN 47670","WV"
"4297",16415,"3130 CIRCLE OAK DR","KNOXVILLE","TN",37920,"3130 Circle Oak Dr, Knoxville, TN 37920","TN"
"4298",16416,"13585 RHEA COUNTY HWY","EVENSVILLE","TN",37332,"13585 Rhea County Hwy, Evensville, TN 37332","TN"
"4299",16417,"2504 FERRNDALE CUTTOFF","LITTLE ROCK","AR",72223,"2504 Ferrndale Cuttoff, Little Rock, AR 72223","AR"
"4300",16420,"401 STATE HWY 13 SOUTH","NEW RICHLAND","MN",56072,"401 State Hwy 13 S, New Richland, MN 56072","MN"
"4301",16421,"1354 WHITEWATER AVENUE","SAINT CHARLES","MN",55972,"1354 Whitewater Ave, St Charles, MN 55972","MO"
"4302",16422,"11258 OLD TULLAHOMA RD","TULLAHOMA","TN",37388,"11258 Old Tullahoma Rd, Tullahoma, TN 37388","TN"
"4303",16423,"44 SPRING ST","SCHUYLERVILLE","NY",12871,"44 Spring St, Schuylerville, NY 12871","NY"
"4304",16424,"410 2ND ST. NORTHEAST","ELBOW LAKE","MN",56531,"410 2nd St NE, Elbow Lake, MN 56531","MN"
"4305",16427,"6996 DANVILLE ROAD","HARTSELLE","AL",35640,"6996 Danville Rd, Hartselle, AL 35640","AL"
"4306",16428,"1444 MARTIN LUTHER KING JR. BL","MACON","GA",31201,"1444 Martin Luther King Jr. Blvd, Macon, GA 31201","MO"
"4307",16429,"5150 US 601 HWY","SALISBURY","NC",28147,"5150 US-601, Salisbury, NC 28147","MD"
"4308",16430,"3880 HIGHWAY 305 SOUTH","HERNANDO","FL",34442,"4421 N Carl G. Rose Highway, Hernando, FL 34442","FL"
